image_path,class,avg_ear,left_ear,right_ear,mar,head_pitch,head_yaw,head_roll,face_visibility_score,eye_visibility,mouth_visibility,eyes_occluded,mouth_occluded,image_width,image_height
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0015.jpg,ALERT,0.28559585408321486,0.28478787568079117,0.2864038324856386,0.8782873727824835,178.1550940635525,1.8651923907057895,-0.023447505705426336,0.7919998230476135,0.9990939034984052,0.5849057425968219,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0016.jpg,ALERT,0.3036816684583621,0.31495399594212536,0.2924093409745988,0.8891043048187385,179.68487896620417,2.721073152130124,0.06790425931466003,0.7462345293282557,0.940027149392258,0.5524419092642536,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0017.jpg,ALERT,0.3054010660679741,0.3069592643532725,0.30384286778267583,0.9180667806168491,-179.67037162020154,0.6192836774904247,-0.010598394716438668,0.7316138638744345,0.9615813381461429,0.501646389602726,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0018.jpg,ALERT,0.29309604213539525,0.29300163086925163,0.2931904534015389,0.8799784663978958,178.4698482360045,5.950349370859438,-0.680879463196628,0.6981438859455279,0.8041091387245233,0.5921786331665325,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0019.jpg,ALERT,0.30136370178795224,0.2986995802466977,0.3040278233292068,0.8899074555999766,179.38259652861495,8.098574971158971,0.4917147784153421,0.7586172343086914,0.9216326253389191,0.5956018432784637,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0020.jpg,ALERT,0.29596362194967174,0.2940164657376195,0.297910778161724,0.8924779487894188,-178.74440322048312,7.6179042153953205,0.38661419586609,0.7657098999052987,0.9252069581401201,0.6062128416704774,False,False,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0021.jpg,ALERT,0.2746536022680802,0.2751017328081115,0.27420547172804893,0.8823646374811147,-179.84901201273703,8.317592540544112,0.6096669209319158,0.5583282849889905,0.6601404225699516,0.45651614740802926,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0022.jpg,ALERT,0.28928088574639804,0.302194224762859,0.2763675467299371,0.8838144757127968,-178.30567903285305,8.258523146953872,0.5726792857021281,0.5318212612005624,0.6512870887831945,0.41235543361793026,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0023.jpg,ALERT,0.28849724630951223,0.2978453052442368,0.2791491873747876,0.9068616191863937,-177.29305394475858,8.190737726896907,0.8845284839916756,0.560386604018374,0.713164533175691,0.407608674861057,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0024.jpg,ALERT,0.28637386292241934,0.29720801989427403,0.27553970595056465,0.8729231968384639,-177.99581960587759,7.478491440459835,0.9719393556696733,0.5218261345385747,0.6758211821178968,0.3678310869592527,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0025.jpg,ALERT,0.24112380920237625,0.25089844284423196,0.2313491755605205,0.9190832211598464,179.88544246373883,3.78686418101233,0.8793295882643516,0.5645254856451992,0.6805265863008121,0.4485243849895864,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0026.jpg,ALERT,0.31333792281901385,0.3168623723667449,0.3098134732712828,0.8816868383913592,179.5079421052632,8.6983891540023,1.6582912479454508,0.8078719907433687,1.0,0.6157439814867375,False,False,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0027.jpg,ALERT,0.2989788024583463,0.3076959881474574,0.2902616167692351,0.8778329638698512,175.19242354048407,8.75366127092331,2.4324371252898556,0.8185911083489678,0.9362198312384019,0.7009623854595336,False,False,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0028.jpg,ALERT,0.2747582696417712,0.2891346607959847,0.2603818784875576,0.8793437522471692,-177.36067830719912,3.822649184769903,1.7768673122607672,0.7356937931777746,0.9504953034835768,0.5208922828719724,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0029.jpg,ALERT,0.2912297929291957,0.30642097998475254,0.2760386058736389,0.8918717603606517,-174.48079388816498,5.498880646206127,1.6890332079748305,0.6175806316565807,0.873975167636476,0.3611860956766854,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0030.jpg,ALERT,0.27929963603914787,0.2886474994168155,0.2699517726614803,0.8955065377007123,-176.16717099818175,5.214292104330675,1.9769885718457683,0.563386841492495,0.802598268698061,0.3241754142869289,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0031.jpg,ALERT,0.2930546599841629,0.30270554730804405,0.2834037726602818,0.905989927983077,-177.15973458448025,5.856638514352987,1.7688404653864334,0.6429184431616384,0.9454776508556538,0.3403592354676229,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0032.jpg,ALERT,0.28897848931512615,0.29878588381004917,0.2791710948202032,0.9049833231846257,-177.46689104657597,4.5708579808583565,1.5340984007726017,0.532036730463717,0.66298704,0.40108642092743396,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0033.jpg,ALERT,0.309245385757157,0.3185195613678302,0.2999712101464837,0.982193985503574,-164.44673210355882,9.083998679741677,2.4295330329384464,0.3292544379096669,0.5442403061177449,0.11426856970158897,True,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0034.jpg,ALERT,0.23764297447428562,0.2862346839212132,0.189051265027358,0.8574788891963754,-168.47401901069838,1.340613754974452,3.400057618459167,0.2935052784565219,0.48585536416095493,0.10115519275208888,True,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0035.jpg,ALERT,0.31710402420825584,0.33312544507913366,0.301082603337378,0.9607492095134,-163.2505361362129,4.553338403224043,0.6482744047646609,0.49671518483361854,0.6406288839630783,0.35280148570415876,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0036.jpg,ALERT,0.32475408076365575,0.3376694176797796,0.3118387438475319,0.999507718269467,-163.5204130710335,5.69230532028284,0.8291501471375264,0.44370136002764304,0.648075626535347,0.23932709351993903,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0037.jpg,ALERT,0.3262227981686644,0.34624599632229486,0.3061996000150339,0.8242775299347799,-161.20628745227273,-4.731817461542847,2.2976121577816633,0.5198870907665888,0.7351122201702626,0.30466196136291507,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0038.jpg,ALERT,0.3143692247306176,0.340231355465358,0.28850709399587726,0.9670957496547686,-163.0580302658094,2.0413147422990376,1.7235000794752313,0.5611770646847094,0.8245392140248355,0.2978149153445834,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0039.jpg,ALERT,0.3009223366496221,0.30913591443935656,0.2927087588598877,0.8783427843331755,-162.44804973826118,-1.0911614036789326,1.8903670521049691,0.5662185633126429,0.7984186989775236,0.33401842764776213,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0040.jpg,ALERT,0.2918549359117223,0.2963515341049658,0.2873583377184788,0.8381735901758948,-163.67973410633135,1.4895927283019508,2.505008427891173,0.498396809734309,0.5578732623921578,0.4389203570764602,True,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0041.jpg,ALERT,0.33090447805530576,0.3359137160344706,0.32589524007614096,0.963419615966349,-166.92029182612697,5.29700830629939,1.614903910821825,0.5582971729131412,0.7949817226496527,0.32161262317662975,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0042.jpg,ALERT,0.3337144118917607,0.338035900926091,0.32939292285743044,0.8474870603994803,-166.99235362406915,2.135732312892974,1.6015811619287017,0.627511694153196,0.8466589344114149,0.408364453894977,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0043.jpg,ALERT,0.3167404311231896,0.3344784696627199,0.2990023925836594,0.9538540721284443,-168.15002337924392,4.683299166897821,1.8298566246131196,0.7362242869847946,1.0,0.47244857396958906,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0044.jpg,ALERT,0.31679006080503425,0.3470234276594314,0.2865566939506371,0.886211697324022,-167.49087553552906,5.367329641349749,2.7475849449319716,0.7165466873267825,1.0,0.4330933746535651,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0045.jpg,ALERT,0.3071610381671943,0.33109449415311504,0.28322758218127364,0.946102338406514,-167.29960186569295,3.2662964874694707,1.901939912827707,0.6972226126176388,0.9460658212560388,0.4483794039792388,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0046.jpg,ALERT,0.3068976980684921,0.32818303727781317,0.2856123588591711,0.9641997542015254,-168.15215607605728,6.350135260231539,2.6605113080352214,0.5362676101691092,0.7194514749469065,0.3530837453913118,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0047.jpg,ALERT,0.29360710007835233,0.30802322890916833,0.2791909712475364,0.9180259400238687,-169.68566354006813,6.727581724246482,2.6677377948897187,0.610648657338127,0.9061337861295412,0.31516352854671276,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0048.jpg,ALERT,0.30550323279992153,0.30549320426387305,0.30551326133597,0.9318686423813131,-168.3299506800682,0.1821601833605901,0.4588306980908019,0.5758072292008585,1.0,0.15161445840171697,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0049.jpg,ALERT,0.3076843176452706,0.29504686371184746,0.3203217715786937,0.916891105012581,-166.64400221354617,-14.680649603496736,1.1593877630531804,0.8550925924859047,0.9599729759923571,0.7502122089794524,False,False,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0050.jpg,ALERT,0.2968552352950399,0.29202420090206854,0.30168626968801115,0.9257332086241307,-167.07986577692753,-11.936916350236775,1.208193352015217,0.6882353854286812,1.0,0.37647077085736247,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0051.jpg,ALERT,0.2954481394783698,0.29091494751263997,0.2999813314440996,0.9342441231580567,-166.52491487390657,-16.05766317956138,0.1078558706117365,0.6967454120077783,1.0,0.3934908240155566,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0052.jpg,ALERT,0.2861711607548786,0.3047349974230026,0.2676073240867546,0.8273124517781824,-162.57690749552287,-6.282086555110656,2.0762337025264594,0.5812612901571,0.8907829969808667,0.27173958333333337,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0053.jpg,ALERT,0.2015913793732176,0.23325804028678554,0.16992471845964968,0.8794659042458305,-161.89872337463822,-3.214549904702894,1.8863295336303652,0.35962286202256155,0.43326350289047744,0.28598222115464567,True,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0054.jpg,ALERT,0.2988463969795203,0.3128852172758503,0.28480757668319034,0.8408331357596612,-161.2665722545089,-8.900372193278189,2.2956855306139525,0.6677276315767308,0.9825140533235939,0.3529412098298677,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0055.jpg,ALERT,0.30076602785335416,0.31351251128542645,0.2880195444212818,0.8445392269391574,-161.90426544470316,-8.983731263450379,2.3545024091491493,0.6352350796230024,0.9876913396639884,0.2827788195820164,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0056.jpg,ALERT,0.29667618625717423,0.30796773400740995,0.2853846385069385,0.873451189790209,-163.13000763560404,-2.0824292818977357,1.6536451619214083,0.5736303801637115,0.85831745669114,0.2889433036362829,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0057.jpg,ALERT,0.30592847424263614,0.30622721430432587,0.30562973418094647,0.8870192530292783,-162.54068102774778,1.890365014340321,1.5747593676152847,0.4835062875283432,0.6597278792376454,0.30728469581904094,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0058.jpg,ALERT,0.30528082238524956,0.3120928330623288,0.2984688117081703,0.8457459246057679,-162.75763915870021,0.7161753064817532,2.229370939784902,0.5429413643599867,0.8504608917333332,0.23542183698664043,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0059.jpg,ALERT,0.30412413039434283,0.31181120710168375,0.2964370536870019,0.904818857275568,-161.60429443911045,-2.702759043603594,1.3333282981926684,0.5554312449422893,0.8640320895219543,0.24683040036262444,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0060.jpg,ALERT,0.3321657851979737,0.3407443528848342,0.32358721751111325,0.8830395982993503,-169.16937443439585,8.132981139585437,1.7622474880868335,0.5139119888405351,0.8921712795735732,0.135652698107497,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0061.jpg,ALERT,0.27910993535815676,0.2581748691227413,0.3000450015935723,0.8835822455747597,-173.38705594669773,14.344479512597307,1.1397500328953372,0.7253210560879128,1.0,0.4506421121758255,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0062.jpg,ALERT,0.31509875777902385,0.31417206788422936,0.3160254476738183,0.8629965115745121,-168.2386295132589,12.458424811245255,3.7623269431425928,0.7779797450573884,1.0,0.5559594901147767,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0063.jpg,ALERT,0.29614451880844717,0.29427802951430426,0.2980110081025901,0.909922799575385,-173.28563463073527,11.551828183694898,1.829337798935704,0.6774106444586869,1.0,0.35482128891737374,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0064.jpg,ALERT,0.2786236593765309,0.26806383300566555,0.2891834857473963,0.8697310253716484,-169.41438462903258,10.070200458915552,2.3094802661619602,0.806563474084607,1.0,0.6131269481692141,False,False,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0065.jpg,ALERT,0.28677152185524835,0.2987497395473071,0.27479330416318964,0.9346105463642821,-169.24090101363217,8.807258467890048,0.8073544472460378,0.7965691972157145,0.9315899966216774,0.6615483978097516,False,False,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0066.jpg,ALERT,0.2844627026156993,0.29693067090726755,0.271994734324131,0.9765772160442232,-171.48327696447626,11.164772368868606,0.5357033647198128,0.7108958079054369,0.9657435454432088,0.45604807036766504,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0067.jpg,ALERT,0.3023201137434751,0.3126612039578322,0.29197902352911803,0.9334404514035272,-168.08397279374955,9.736448358728907,2.3959494520037894,0.5247716603956047,0.8518809732859133,0.1976623475052962,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0068.jpg,ALERT,0.30072560416782307,0.3142608492478565,0.2871903590877896,0.9754598782590038,-166.94386541662314,8.301294358382995,1.5262914754006678,0.6063497213541666,1.0,0.21269944270833335,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0069.jpg,ALERT,0.3035382233773621,0.3210743265377956,0.28600212021692856,0.9778622934479295,-163.96949037220142,4.516941408961626,1.7364143062757482,0.5039839029606203,0.6898764235349529,0.3180913823862878,False,True,848,478
